"brand";"model_year";"milage";"fuel_type";"engine";"transmission";"ext_col";"int_col";"accident";"clean_title";"price_dollar";"horsepower";"cylinders"
"GMC";2013;11563;"Gasoline";"182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"At least 1 accident or damage reported";"Yes";12300;182;4
"Tesla";2022;7500;"Electric";"670.0HP Electric Motor Electric Fuel System";"Automatic";"Silver";"Black";"None reported";"Yes";84000;670;0
"Mercedes-Benz";2021;15615;"Hybrid";"429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"None reported";"Yes";78000;429;6
"Subaru";2013;113000;"Gasoline";"265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"At least 1 accident or damage reported";"Yes";16000;265;4
"Kia";2018;74000;"Gasoline";"185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";15000;185;4
"Mercedes-Benz";2011;99200;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";11900;268;6
"Volkswagen";2018;36824;"Gasoline";"174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Red";"None reported";"Yes";23999;174;4
"Acura";2005;186040;"Gasoline";"160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"At least 1 accident or damage reported";"Yes";6700;160;4
"GMC";2020;58000;"Gasoline";"310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";27700;310;6
"Ford";2020;31250;"Gasoline";"325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"None reported";"Yes";42500;325;6
"Jeep";2020;43000;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";46500;285;6
"Kia";2022;22000;"Electric";"320.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"Black";"None reported";"Yes";45000;320;0
"Genesis";2022;12900;"Gasoline";"375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"White";"None reported";"Yes";53000;375;6
"BMW";2003;142000;"Gasoline";"184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"At least 1 accident or damage reported";"Yes";4800;184;6
"Toyota";2012;129355;"Gasoline";"106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";7950;106;4
"Chevrolet";2010;204000;"E85 Flex Fuel";"310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";4900;310;8
"Lincoln";2016;115600;"Gasoline";"380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";22500;380;6
"Jeep";2023;1563;"Hybrid";"285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"None reported";"Yes";62500;285;6
"Bentley";2007;72166;"Gasoline";"552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";35995;552;12
"Lexus";2018;26100;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Red";"None reported";"Yes";37899;295;6
"BMW";2017;58880;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";21000;248;4
"Cadillac";2021;26000;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";104000;420;8
"Honda";2008;190640;"Gasoline";"140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Silver";"At least 1 accident or damage reported";"Yes";5500;140;4
"Porsche";2020;37500;"Gasoline";"335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";59900;335;6
"Ford";2022;13856;"Electric";"480.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";54000;480;0
"Cadillac";2013;225000;"Gasoline";"202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";13600;202;4
"Lexus";2014;123256;"Gasoline";"386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";24995;386;8
"Cadillac";2021;11459;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";88900;420;8
"Mercedes-Benz";2016;67289;"Gasoline";"241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";20490;241;4
"Hyundai";2013;56837;"Gasoline";"132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";10500;132;4
"Chevrolet";2002;44168;"Gasoline";"350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"Black";"None reported";"Yes";30000;350;8
"Kia";2018;56300;"Gasoline";"365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";29950;365;6
"Volvo";2004;167000;"Gasoline";"300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Beige";"None reported";"Yes";8000;300;5
"Chevrolet";2015;122770;"E85 Flex Fuel";"360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Brown";"Black";"None reported";"Yes";27499;360;8
"Land";2019;59271;"Gasoline";"380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";54995;380;6
"GMC";2015;102000;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";24500;355;8
"Porsche";2019;22000;"Gasoline";"580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";174900;580;6
"Chevrolet";2022;19200;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";69790;420;8
"Mercedes-Benz";2019;32376;"Gasoline";"416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";128000;416;8
"Porsche";2023;19800;"Gasoline";"379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";134900;379;6
"Land";2011;105000;"Gasoline";"375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";10000;375;8
"Ford";2016;122650;"Diesel";"440.0HP 6.7L 8 Cylinder Engine Diesel Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";38900;440;8
"Subaru";2022;14000;"Gasoline";"228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";34999;228;4
"Lexus";2008;100868;"Gasoline";"380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";15397;380;8
"Land";2013;111000;"Gasoline";"375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";15000;375;8
"Cadillac";2021;38500;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";94995;420;8
"Nissan";2020;41250;"Gasoline";"284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"–";"None reported";"Yes";21865;284;6
"MINI";2006;99600;"Gasoline";"168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"Black";"None reported";"Yes";5500;168;4
"Acura";2013;198000;"Gasoline";"150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";11000;150;4
"Porsche";2013;52044;"Gasoline";"400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"White";"Gray";"None reported";"Yes";76500;400;6
"MINI";2022;23777;"Gasoline";"189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";30000;189;4
"Ford";2018;60660;"Gasoline";"375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Black";"At least 1 accident or damage reported";"Yes";46900;375;6
"BMW";2015;26000;"Electric";"170.0HP 0.65L Electric Motor Electric Fuel System";"Automatic";"White";"Beige";"None reported";"Yes";14999;170;0
"Mazda";2018;61000;"Gasoline";"187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";21800;187;4
"Lexus";2020;53750;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"None reported";"Yes";32600;295;6
"Porsche";2006;96275;"Gasoline";"325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"At least 1 accident or damage reported";"Yes";52500;325;6
"Ford";2015;162000;"Diesel";"440.0HP 6.7L 8 Cylinder Engine Diesel Fuel";"Automatic";"Red";"Beige";"None reported";"Yes";32000;440;8
"RAM";2017;73690;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"At least 1 accident or damage reported";"Yes";27000;395;8
"Toyota";2009;48750;"Gasoline";"159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel";"Manual";"Brown";"Silver";"None reported";"Yes";17900;159;4
"Cadillac";2011;124542;"Gasoline";"265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"None reported";"Yes";8450;265;6
"Ford";2010;69000;"Gasoline";"315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";20000;315;8
"Dodge";2004;148000;"Diesel";"250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";19000;250;6
"BMW";2006;122141;"Gasoline";"360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"None reported";"Yes";10500;360;8
"Subaru";2012;106000;"Gasoline";"265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";15000;265;4
"Ford";2017;113294;"Gasoline";"245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";16500;245;4
"Tesla";2022;28000;"Electric";"670.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"White";"None reported";"Yes";68750;670;0
"RAM";2018;54800;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";37050;395;8
"Ford";2017;161000;"Gasoline";"290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";17500;290;6
"Mercedes-Benz";2019;28755;"Gasoline";"385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";61350;385;6
"Audi";2016;52105;"E85 Flex Fuel";"220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";20499;220;4
"Nissan";2018;119950;"Gasoline";"390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";20999;390;8
"Mercedes-Benz";2003;80081;"Gasoline";"302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";12500;302;8
"Bentley";2021;24500;"Gasoline";"542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";165000;542;8
"Jeep";2021;4100;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";55000;285;6
"BMW";2020;9670;"Gasoline";"444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";103500;444;6
"Dodge";2017;63250;"Gasoline";"292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";18650;292;6
"Lincoln";2017;69431;"Gasoline";"335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";26500;335;6
"BMW";2008;98000;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";13998;300;6
"BMW";2019;52253;"Gasoline";"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";34500;228;4
"Ford";2022;23850;"Diesel";"475.0HP 6.7L 8 Cylinder Engine Diesel Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";99750;475;8
"Mercedes-Benz";2015;1500;"Diesel";"188.0HP 3.0L V6 Cylinder Engine Diesel Fuel";"Automatic";"White";"Gray";"None reported";"Yes";39500;188;6
"Dodge";2021;40000;"Gasoline";"303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";32500;303;6
"Audi";2012;38718;"Gasoline";"333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";31000;333;6
"Mercedes-Benz";2021;13344;"Diesel";"188.0HP 3.0L V6 Cylinder Engine Diesel Fuel";"Automatic";"Red";"Black";"None reported";"Yes";56500;188;6
"INFINITI";2018;51850;"Gasoline";"400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";28900;400;6
"Porsche";2002;119500;"Gasoline";"320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"At least 1 accident or damage reported";"Yes";36995;320;6
"Ford";2021;30918;"Gasoline";"375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";51999;375;6
"Chevrolet";2023;1100;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"None reported";"Yes";92000;490;8
"Mercedes-Benz";2019;40000;"Gasoline";"255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";27900;255;4
"Jeep";2005;100500;"Gasoline";"325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";9998;325;8
"Dodge";2020;54320;"Gasoline";"707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";67000;707;8
"Mercedes-Benz";2018;49000;"Gasoline";"241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";23450;241;4
"Porsche";2020;28000;"Gasoline";"443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";134999;443;6
"Porsche";2022;1750;"Gasoline";"502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";275000;502;6
"Cadillac";2007;130000;"Gasoline";"275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Beige";"At least 1 accident or damage reported";"Yes";3499;275;8
"Mercedes-Benz";2016;78101;"Gasoline";"449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";34500;449;8
"Chevrolet";2017;54000;"Gasoline";"160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"At least 1 accident or damage reported";"Yes";16000;160;4
"Nissan";2011;185000;"Gasoline";"260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";7500;260;6
"Mercedes-Benz";2015;49000;"Gasoline";"201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";23500;201;4
"GMC";2024;2043;"Gasoline";"401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";81500;401;8
"Lexus";2016;71750;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";28000;295;6
"BMW";2019;42200;"Gasoline";"255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";27500;255;4
"Mercedes-Benz";2020;42717;"Gasoline";"255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Beige";"None reported";"Yes";33500;255;4
"Tesla";2016;102260;"Electric";"518.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";31300;518;0
"Jaguar";2018;37777;"Gasoline";"247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";32500;247;4
"Mercedes-Benz";2020;14220;"Gasoline";"255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";35500;255;4
"BMW";2002;117200;"Gasoline";"333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";15000;333;6
"Ford";2016;25000;"E85 Flex Fuel";"385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Gray";"Black";"None reported";"Yes";65000;385;8
"BMW";2014;74500;"Electric";"170.0HP 0.65L Electric Motor Electric Fuel System";"Automatic";"White";"Gray";"None reported";"Yes";11499;170;0
"INFINITI";2013;33300;"Gasoline";"328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";21990;328;6
"Ford";2007;123921;"Gasoline";"300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";6900;300;8
"BMW";2021;12800;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Blue";"None reported";"Yes";39990;248;4
"Chevrolet";2009;104733;"E85 Flex Fuel";"320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"Black";"None reported";"Yes";15000;320;8
"Ford";2020;53000;"Gasoline";"310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";38500;310;6
"RAM";2020;63875;"Hybrid";"395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";41900;395;8
"Ford";2023;12500;"Hybrid";"191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Silver";"Black";"None reported";"Yes";29999;191;4
"BMW";2001;103990;"Gasoline";"225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Beige";"None reported";"Yes";10500;225;6
"Chevrolet";2022;7000;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"None reported";"Yes";50000;455;8
"Chevrolet";2023;9000;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";92000;490;8
"Pontiac";2007;7800;"Gasoline";"260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";19000;260;4
"Cadillac";2017;69289;"Gasoline";"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";20997;304;6
"Toyota";2011;106000;"Gasoline";"270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";16600;270;6
"Lincoln";2020;68000;"Gasoline";"450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";55999;450;6
"Toyota";2019;13828;"Hybrid";"306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Blue";"Black";"None reported";"Yes";43000;306;6
"Audi";2018;39600;"Gasoline";"220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";26999;220;4
"Jeep";2003;92000;"Gasoline";"150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gold";"Black";"None reported";"Yes";12500;150;4
"Toyota";2022;5020;"Gasoline";"278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";36500;278;6
"Chevrolet";2007;107800;"Gasoline";"395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";15000;395;8
"Audi";2019;23827;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";34995;248;4
"Audi";2020;25300;"Hybrid";"335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"White";"Beige";"None reported";"Yes";39900;335;6
"Mercedes-Benz";2016;399000;"Diesel";"188.0HP 3.0L V6 Cylinder Engine Diesel Fuel";"Automatic";"Silver";"–";"At least 1 accident or damage reported";"Yes";24500;188;6
"Porsche";2005;46200;"Gasoline";"325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"None reported";"Yes";49999;325;6
"Chevrolet";2022;3158;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Red";"None reported";"Yes";85989;490;8
"GMC";2021;26000;"Gasoline";"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";30900;228;4
"Porsche";2020;12758;"Gasoline";"379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";107900;379;6
"Chevrolet";2007;123500;"Gasoline";"400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"At least 1 accident or damage reported";"Yes";27000;400;8
"Ford";2018;26840;"Gasoline";"460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";42500;460;8
"Cadillac";2012;114500;"E85 Flex Fuel";"403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"Black";"None reported";"Yes";16100;403;8
"Chevrolet";2022;5400;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";89900;490;8
"Toyota";2016;17500;"Gasoline";"132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Gray";"None reported";"Yes";15100;132;4
"Chevrolet";2017;56000;"Gasoline";"285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"–";"None reported";"Yes";44600;285;8
"Chevrolet";2020;20800;"Gasoline";"138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";19000;138;4
